DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN Netos;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
118-262952;0014;17/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431588;CARTAGENA;Colômbia;Colômbia;14575;UNIDAD;14575;KILOGRAMO;0;BUL;12604.81;0.86;12971.74;0.89;364.37;14575;14.575;14833.98;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-266261;0001;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;29173200;MARITIMA DEL CALLAO;MARITIMO;TRANSMERIDIAN S.A.C.;01651-17;MOLU13704492404;PUSAN;Coreia do Sul;Panamá;20000;UNIDAD;20000;KILOGRAMO;1;BUL;20200;1.01;21652.5;1.08;1200;20000;20;20000;EVERLITE KOREA CO.LTD.;Não disponível;DOP, AEKYUNG, DOP FLEXITANQUE DOP FLEXITANQUE (DIOCTYLPHTHALATE) USO INDUSTRIAL (DIOCTYLPHTHALATE);DOP, AEKYUNG, DOP FLEXITANQUE DOP FLEXITANQUE (DIOCTYLPHTHALATE) USO INDUSTRIAL (DIOCTYLPHTHALATE)
118-266326;0001;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;12480;BUL;22485.42;0.86;23140;0.89;650;26000;26;26600;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0002;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22485.42;0.86;23140;0.89;650;26000;26;26600;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0003;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22485.42;0.86;23140;0.89;650;26000;26;26600;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0004;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22485.42;0.86;23140;0.89;650;26000;26;26600;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0005;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22485.42;0.86;23140;0.89;650;26000;26;26600;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0006;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;11325;UNIDAD;11325;KILOGRAMO;0;BUL;9794.11;0.86;10079.22;0.89;283.12;11325;11.325;11586.34;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0007;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;14675;UNIDAD;14675;KILOGRAMO;0;BUL;12691.29;0.86;13060.74;0.89;366.87;14675;14.675;15013.65;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0008;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22485.42;0.86;23140;0.89;650;26000;26;26600;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0009;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22485.42;0.86;23140;0.89;650;26000;26;26600;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0010;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22485.42;0.86;23140;0.89;650;26000;26;26600;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0011;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;25875;UNIDAD;25875;KILOGRAMO;0;BUL;22377.32;0.86;23028.75;0.89;646.87;25875;25.875;26472.11;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0012;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;125;UNIDAD;125;KILOGRAMO;0;BUL;108.1;0.86;111.24;0.89;3.12;125;0.125;127.88;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0013;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22485.42;0.86;23140;0.89;650;26000;26;26600;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-266326;0014;19/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01800-17;MSCUBC431406;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22485.42;0.86;23139.99;0.89;650;26000;26;26600;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25;RESINA DE PVC, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL PVC-440-25
118-274805;0001;24/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;01877-17;HLCUME3170631520;DOCAU;México;México;51;UNIDAD;51000;KILOGRAMO;34;BUL;44098;864.67;45900;900;1700;51000;51;51760;MEXICHEM RESINAS VINILICAS S.A. DE;Não disponível;RESINA PVC, PRIMEX, G-34 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC, CODIGO 942063;RESINA PVC, PRIMEX, G-34 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC, CODIGO 942063
118-278908;0001;25/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC429640;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;1040;BUL;22745.37;0.87;23400;0.9;650;26000;26;26400;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;RESINA PVC, PETCO, PVC 35 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS, OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;RESINA PVC, PETCO, PVC 35 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS, OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-278951;0001;25/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;01877-17;HLCUME3170628398;DOCAU;México;México;102;UNIDAD;102000;KILOGRAMO;68;BUL;88196;864.67;91800;900;3400;102000;102;103640;MEXICHEM RESINAS VINILICAS S.A. DE;Não disponível;RESINA PVC, PRIMEX, G-34 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC, CODIGO 942063;RESINA PVC, PRIMEX, G-34 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC, CODIGO 942063
118-278915;0001;25/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUFL640577;HOUSTON;Estados Unidos;Estados Unidos;23.32;UNIDAD;23325;KILOGRAMO;933;BUL;24537.9;1052.23;25964.22;1113.39;1119.6;23325;23.325;23632.76;MONTACHEM INTERNATIONAL INC;Não disponível;POLIETILENO ALTA DENSIDAD, MONTACHEM, HDPE EXT HIGH DENSITY POLYETHYLENE EXTRUSION HDPE EXT USO INDUSTRIAL LOTE:808892C-A;POLIETILENO ALTA DENSIDAD, MONTACHEM, HDPE EXT HIGH DENSITY POLYETHYLENE EXTRUSION HDPE EXT USO INDUSTRIAL LOTE:808892C-A
118-278915;0002;25/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUFL640577;HOUSTON;Estados Unidos;Estados Unidos;19.45;UNIDAD;19450;KILOGRAMO;778;BUL;20461.4;1052;21650.76;1113.15;933.6;19450;19.45;19706.63;MONTACHEM INTERNATIONAL INC;Não disponível;POLIETILENO ALTA DENSIDAD, MONTACHEM, HDPE EXT HIGH DENSITY POLYETHYLENE EXTRUSION HDPE EXT USO INDUSTRIAL LOTE:808892C-CA;POLIETILENO ALTA DENSIDAD, MONTACHEM, HDPE EXT HIGH DENSITY POLYETHYLENE EXTRUSION HDPE EXT USO INDUSTRIAL LOTE:808892C-CA
118-278915;0003;25/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUFL640577;HOUSTON;Estados Unidos;Estados Unidos;29.22;UNIDAD;29225;KILOGRAMO;1169;BUL;30744.7;1052.18;32531.8;1113.34;1402.8;29225;29.225;29610.6;MONTACHEM INTERNATIONAL INC;Não disponível;POLIETILENO ALTA DENSIDAD, MONTACHEM, HDPE EXT HIGH DENSITY POLYETHYLENE EXTRUSION HDPE EXT USO INDUSTRIAL LOTE: 808892A;POLIETILENO ALTA DENSIDAD, MONTACHEM, HDPE EXT HIGH DENSITY POLYETHYLENE EXTRUSION HDPE EXT USO INDUSTRIAL LOTE: 808892A
118-283129;0001;26/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC428998;CARTAGENA;Colômbia;Colômbia;11425;UNIDAD;11425;KILOGRAMO;12480;BUL;9766.38;0.85;10053.99;0.88;285.62;11425;11.425;11673.27;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-283129;0002;26/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC428998;CARTAGENA;Colômbia;Colômbia;14575;UNIDAD;14575;KILOGRAMO;0;BUL;12459.09;0.85;12825.99;0.88;364.37;14575;14.575;14891.72;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-283129;0003;26/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC428998;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22225.47;0.85;22880;0.88;650;26000;26;26565;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-283129;0004;26/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC428998;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22225.47;0.85;22880;0.88;650;26000;26;26565;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-283129;0005;26/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC428998;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22225.47;0.85;22880;0.88;650;26000;26;26565;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-283129;0006;26/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC428998;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22225.47;0.85;22880;0.88;650;26000;26;26565;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-283129;0007;26/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC428998;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22225.47;0.85;22880;0.88;650;26000;26;26565;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-283129;0008;26/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC428998;CARTAGENA;Colômbia;Colômbia;16000;UNIDAD;16000;KILOGRAMO;0;BUL;13677.21;0.85;14079.99;0.88;400;16000;16;16347.69;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-283129;0009;26/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC428998;CARTAGENA;Colômbia;Colômbia;10000;UNIDAD;10000;KILOGRAMO;0;BUL;8548.27;0.85;8800.01;0.88;250;10000;10;10217.3;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
118-283129;0010;26/07/2017;2017;COMINTER S.A.C.;4  20100334381;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING C;01857-17;MSCUBC428998;CARTAGENA;Colômbia;Colômbia;26000;UNIDAD;26000;KILOGRAMO;0;BUL;22225.47;0.85;22880;0.88;650;26000;26;26565;MEXICHEM RESINAS COLOMBIA S.A.S.;Não disponível;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC;PVC-440-25, PETCO, PVC 440 POLICLORURO DE VINILO SIN MEZCLAR CON OTRAS SUSTANCIAS OBTENIDO POR POLIMERIZACION EN SUSPENSION USO INDUSTRIAL RESINA DE PVC
