DUA;Item;Fecha;A�o;Importador;RUC;Regimen;C�digo NCM;Aduana;V�a Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa�s de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN Netos;Kgs. Brutos;Proveedor;Marca;Descripci�n de Mercader�a;Descripci�n para Filtro
118-032235;0001;22/01/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;00111-13;SMLU3260451A;HOUSTON;Estados Unidos;Estados Unidos;17500;TONELADAS;17500;KILOGRAMO;700;BUL;24811;1.42;26910.13;1.54;1789;17500;17.5;17550;GEOCHEM INTERNATIONAL LLC;S/M;ALATHON H5618 NATURAL,S/M,S/M, SACO DE PLASTICO DE 25 KG POLIETILENO DENSIDAD SUPERIOR 0.94 BATCH: MT112L2512 ,Cod.Producto: 109456;ALATHON H5618 NATURAL,S/M,S/M, SACO DE PLASTICO DE 25 KG POLIETILENO DENSIDAD SUPERIOR 0.94 BATCH: MT112L2512 ,Cod.Producto: 109456
118-032235;0002;22/01/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;00111-13;SMLU3260451A;HOUSTON;Estados Unidos;Estados Unidos;7500;TONELADAS;7500;KILOGRAMO;300;BUL;10633.28;1.42;11532.9;1.54;766.71;7500;7.5;7521.42;GEOCHEM INTERNATIONAL LLC;S/M;ALATHON H5618 NATURAL,S/M,S/M, SACO DE PLASTICO DE 25 KG POLIETILENO DENSIDAD SUPERIOR 0.94 BATCH: MT112L2512 ,Cod.Producto: 109456;ALATHON H5618 NATURAL,S/M,S/M, SACO DE PLASTICO DE 25 KG POLIETILENO DENSIDAD SUPERIOR 0.94 BATCH: MT112L2512 ,Cod.Producto: 109456
118-032235;0003;22/01/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;00111-13;SMLU3260451A;HOUSTON;Estados Unidos;Estados Unidos;10000;TONELADAS;10000;KILOGRAMO;400;BUL;14377.71;1.44;15579.71;1.56;1022.28;10000;10;10028.57;GEOCHEM INTERNATIONAL LLC;S/M;PETROTHENE GA574-189 NATURAL,S/M,S/M, SACO DE PLASTICO DE 25 KG POLIETILENO DENSIDAD INFERIOR 0.94 BATCH: MI62112263 ,Cod.Producto: 109477;PETROTHENE GA574-189 NATURAL,S/M,S/M, SACO DE PLASTICO DE 25 KG POLIETILENO DENSIDAD INFERIOR 0.94 BATCH: MI62112263 ,Cod.Producto: 109477
118-035339;0001;23/01/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;No disponible;00068-13;SHACLL120000917;SHANGHAI;China;Hong Kong;50;UNIDAD;50000;KILOGRAMO;2000;BUL;53500;1070;57088.5;1141.77;2786;50000;50;50600;SHUN TUNG BROTHERS CO;S/M;OXIDO DE HIERRO ROJO 130,S/M,S/M, IRON OXIDE RED N° 130;OXIDO DE HIERRO ROJO 130,S/M,S/M, IRON OXIDE RED N° 130
118-036497;0001;24/01/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;No disponible;00068-13;BDMTCLLC1264168;HONG KONG;China;Hong Kong;12000;UNIDAD;12000;KILOGRAMO;483;BUL;13200;1.1;14882.58;1.24;1484.58;12000;12;12071.55;SHUN TUNG BROTHERS CO;S/M;IRON OXIDE YELLOW  Nº 313,S/M,S/M, OXIDO DE HIERRO AMARILLO;IRON OXIDE YELLOW  Nº 313,S/M,S/M, OXIDO DE HIERRO AMARILLO
118-036497;0002;24/01/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32042000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00068-13;BDMTCLLC1264168;HONG KONG;China;Hong Kong;22.68;UNIDAD;22.68;KILOGRAMO;0;BUL;272.16;12;278.36;12.27;2.8;22.68;0.02268;22.81;SHUN TUNG BROTHERS CO;S/M;DAYLIGHT FLUORESCENT,S/M,S/M, COLORANTES CON EFECTO FLUORESCENTE MAGTENA FQ21 LOTE: 201207004;DAYLIGHT FLUORESCENT,S/M,S/M, COLORANTES CON EFECTO FLUORESCENTE MAGTENA FQ21 LOTE: 201207004
118-036497;0003;24/01/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32042000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00068-13;BDMTCLLC1264168;HONG KONG;China;Hong Kong;22.68;UNIDAD;22.68;KILOGRAMO;0;BUL;272.16;12;278.36;12.27;2.8;22.68;0.02268;22.81;SHUN TUNG BROTHERS CO;S/M;DAYLIGHT FLUORESCENT,S/M,S/M, COLORANTES CON EFECTO FLUORESCENTE YELLOW FQ17 LOTE: 201203002;DAYLIGHT FLUORESCENT,S/M,S/M, COLORANTES CON EFECTO FLUORESCENTE YELLOW FQ17 LOTE: 201203002
118-036497;0004;24/01/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32042000;MARITIMA DEL CALLAO;MARITIMO;No disponible;00068-13;BDMTCLLC1264168;HONG KONG;China;Hong Kong;22.68;UNIDAD;22.68;KILOGRAMO;0;BUL;272.16;12;278.36;12.27;2.8;22.68;0.02268;22.81;SHUN TUNG BROTHERS CO;S/M;DAYLIGHT FLUORESCENT,S/M,S/M, COLORANTES CON EFECTO FLUORESCENTE GREEN FQ18 LOTE:201203001;DAYLIGHT FLUORESCENT,S/M,S/M, COLORANTES CON EFECTO FLUORESCENTE GREEN FQ18 LOTE:201203001
118-097264;0001;05/03/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28151100;MARITIMA DEL CALLAO;MARITIMO;No disponible;00377-13;LTJCLL1300127;NINGBO;China;Hong Kong;50;UNIDAD;49820;KILOGRAMO;2000;BUL;27570;551.4;31899.55;637.99;3916;49820;49.82;49820;YUE XIU TEXTILES CO.LTD.;S/M;SODA CAUSTICA,S/M,S/M, EN ESCAMAS 99 PCT;SODA CAUSTICA,S/M,S/M, EN ESCAMAS 99 PCT
118-143264;0001;04/04/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20194-13;SUDU230013026098;CARTAGENA;Estados Unidos;Estados Unidos;5000;KILOGRAMO;5000;KILOGRAMO;200;BUL;8003.57;1.6;8575.03;1.72;471.42;5000;5;5022.85;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO DE BAJA DENSIDAD,S/M,S/M, LDPE NA345-196 SACO DE PLASTICO DE 25KG;POLIETILENO DE BAJA DENSIDAD,S/M,S/M, LDPE NA345-196 SACO DE PLASTICO DE 25KG
118-143264;0002;04/04/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20194-13;SUDU230013026098;CARTAGENA;Estados Unidos;Estados Unidos;12500;KILOGRAMO;12500;KILOGRAMO;500;BUL;20008.92;1.6;21437.6;1.72;1178.57;12500;12.5;12557.14;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO LINEAL DE BAJA DENSIDAD,S/M,S/M, LLDPE GA574-189 SACO DE PLASTICO DE 25KG;POLIETILENO LINEAL DE BAJA DENSIDAD,S/M,S/M, LLDPE GA574-189 SACO DE PLASTICO DE 25KG
118-144007;0001;05/04/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20194-13;SUDU230013026236;CARTAGENA;Estados Unidos;Estados Unidos;17500;KILOGRAMO;17500;KILOGRAMO;700;BUL;27627.5;1.58;29622.84;1.69;1650;17500;17.5;17540;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, LOTE: VTA13A1605, 700 BOLSAS HDPE H5618, SACO DE PLASTICO DE 25 KG;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, LOTE: VTA13A1605, 700 BOLSAS HDPE H5618, SACO DE PLASTICO DE 25 KG
118-144007;0002;05/04/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20194-13;SUDU230013026236;CARTAGENA;Estados Unidos;Estados Unidos;5000;KILOGRAMO;5000;KILOGRAMO;200;BUL;7893.57;1.58;8463.66;1.69;471.42;5000;5;5011.42;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, LOTE: VTA13A1605, 200 BOLSAS HDPE H5618, SACO DE PLASTICO DE 25 KG;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, LOTE: VTA13A1605, 200 BOLSAS HDPE H5618, SACO DE PLASTICO DE 25 KG
118-144007;0003;05/04/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20194-13;SUDU230013026236;CARTAGENA;Estados Unidos;Estados Unidos;12500;KILOGRAMO;12500;KILOGRAMO;500;BUL;20008.92;1.6;21437.6;1.72;1178.57;12500;12.5;12528.57;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO LINEAL DE BAJA DENSIDAD,S/M,S/M, LOTE: MI62122765, 500 BOLSAS LLDPE GA574-189, SACO DE PLASTICO DE 25 KG;POLIETILENO LINEAL DE BAJA DENSIDAD,S/M,S/M, LOTE: MI62122765, 500 BOLSAS LLDPE GA574-189, SACO DE PLASTICO DE 25 KG
118-152191;0001;12/04/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39031900;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00656-13;VNCB96900;BALBOA;M�xico;M�xico;25000;KILOGRAMO;25000;KILOGRAMO;20;BUL;46558;1.86;48661.97;1.95;1522;25000;25;25330;STYROLUTION POLIMEROS DE MEXICO S.A;S/M;POLIESTIRENO,S/M,S/M, POLYSTYRENE 3601 25KG 5H41 BATCH/LOTE: ND33036A ARTICULO:50297487;POLIESTIRENO,S/M,S/M, POLYSTYRENE 3601 25KG 5H41 BATCH/LOTE: ND33036A ARTICULO:50297487
118-152204;0001;12/04/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00652-13;MSCUHI134647;HOUSTON;Estados Unidos;Estados Unidos;17.5;TONELADAS;17500;KILOGRAMO;700;BUL;26180.27;1496.02;28239.75;1613.7;1732.23;17500;17.5;17520;BAMBERGER POLYMERS INTERNATIONAL CO;BAPOLENE;POLIETILENO DE ALTA DENSIDAD,BAPOLENE,S/M, HIGH DENSITY POLYETHYLENE BLOW MOLDING LOTE: 111732A / 124 BOLSAS LOTE: 113299A / 576 BOLSAS;POLIETILENO DE ALTA DENSIDAD,BAPOLENE,S/M, HIGH DENSITY POLYETHYLENE BLOW MOLDING LOTE: 111732A / 124 BOLSAS LOTE: 113299A / 576 BOLSAS
118-157012;0001;15/04/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR Y CIA S.A.C.;20234-13;MAEU865478545;DAMMAN;Arabia Saudi;Estados Unidos;22;TONELADAS;22000;KILOGRAMO;880;BUL;33460;1520.91;36424.91;1655.68;2546.66;22000;22;22450;SAUDI POLYOLEFINS CO PO BOX:35579;S/M;POLIPROPILENO,S/M,S/M, GRADO: HP401R, RESINA SINTETICA EN ESTADO VIRGEN LOTE: NA1071101, EN 880 BOLSAS;POLIPROPILENO,S/M,S/M, GRADO: HP401R, RESINA SINTETICA EN ESTADO VIRGEN LOTE: NA1071101, EN 880 BOLSAS
118-173249;0001;23/04/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39031900;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S.A.;20241-13;HLCUME3130329650;MANZANILLO;M�xico;M�xico;25000;KILOGRAMO;25000;KILOGRAMO;20;BUL;46363;1.85;48379.53;1.94;1437;25000;25;25330;STYROLUTION POLIMEROS DE MEXICO;STYROLURION;POLIESTIRENO,STYROLURION,S/M, POLYSTYRENE 3601 25KG 5H41 BATCH/LOTE: ND33037A ,Cod.Producto: 50297487;POLIESTIRENO,STYROLURION,S/M, POLYSTYRENE 3601 25KG 5H41 BATCH/LOTE: ND33037A ,Cod.Producto: 50297487
118-177735;0001;26/04/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;No disponible;00745-13;SHACLL130000153;SHANGHAI;China;China;50;TONELADAS;50000;KILOGRAMO;2000;BUL;51000;1020;53271.13;1065.42;2086;50000;50;50710;GUANGZHOU CHEMICALS IMPORT AND;S/M;OXIDO DE HIERRO ROJO 130S,S/M,S/M, IRON OXIDE RED 130S, 2000 BAGS;OXIDO DE HIERRO ROJO 130S,S/M,S/M, IRON OXIDE RED 130S, 2000 BAGS
118-194622;0001;08/05/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;No disponible;00788-13;SHACLL130000191;SHANGHAI;China;Hong Kong;50;UNIDAD;50000;KILOGRAMO;2000;BUL;52500;1050;55173.5;1103.47;1886;50000;50;51020;SHUN TUNG BROTHERS CO;S/M;OXIDO DE HIERRO ROJO 130,S/M,S/M, IRON OXIDE RED N° 130;OXIDO DE HIERRO ROJO 130,S/M,S/M, IRON OXIDE RED N° 130
118-207179;0001;15/05/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39033000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20278-13;HLCUME3130413210;MANZANILLO;M�xico;M�xico;25000;UNIDAD;25000;KILOGRAMO;20;BUL;61700;2.47;63908.25;2.56;1437;25000;25;25635;STYROLUTION POLIMEROS DE MEXICO SA;BASF;TERLURAN GP-22,BASF,S/M, NATURAL,990 * 25.00 KG 25KG SACO DE PE LOTE N1303B015 ,Cod.Producto: 50059375;TERLURAN GP-22,BASF,S/M, NATURAL,990 * 25.00 KG 25KG SACO DE PE LOTE N1303B015 ,Cod.Producto: 50059375
118-229730;0001;30/05/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39071000;MARITIMA DEL CALLAO;MARITIMO;TMA S.A.C.;20303-13;NYKS2081402670;PUSAN;Corea del Sur;Corea del Sur;6000;TONELADAS;6000;KILOGRAMO;240;BUL;14922.75;2.49;15365.85;2.56;390.37;6000;6;6000;DOW POLYMERLAND CORP.;DOW;ACETAL COPOLYMER K-700,DOW,S/M, COLOR: NATURAL LOTE: Z3C11 (6000 KG) APPLICATION: FOR INJECTION MOLDING PARTS;ACETAL COPOLYMER K-700,DOW,S/M, COLOR: NATURAL LOTE: Z3C11 (6000 KG) APPLICATION: FOR INJECTION MOLDING PARTS
118-229730;0002;30/05/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39081010;MARITIMA DEL CALLAO;MARITIMO;TMA S.A.C.;20303-13;NYKS2081402670;PUSAN;Corea del Sur;Corea del Sur;2500;TONELADAS;2500;KILOGRAMO;100;BUL;10467.81;4.19;10667.45;4.27;162.65;2500;2.5;2500;DOW POLYMERLAND CORP.;DOW;POLYAMIDE NYLON 6 KN136,DOW,S/M, COLOR: NATURAL LOTE: M0212034 (2000 KG), M0211034 (500 KG) APPLICATION: FOR INJECTION MOLDING PARTS;POLYAMIDE NYLON 6 KN136,DOW,S/M, COLOR: NATURAL LOTE: M0212034 (2000 KG), M0211034 (500 KG) APPLICATION: FOR INJECTION MOLDING PARTS
118-229730;0003;30/05/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39071000;MARITIMA DEL CALLAO;MARITIMO;TMA S.A.C.;20303-13;NYKS2081402670;PUSAN;Corea del Sur;Corea del Sur;4000;TONELADAS;4000;KILOGRAMO;160;BUL;9948.5;2.49;10243.9;2.56;260.25;4000;4;4000;DOW POLYMERLAND CORP.;DOW;ACETAL RESIN COPOLYMER K-300,DOW,S/M, COLOR: NATURAL LOTE: V3D06 (4000KG) APPLICATION: FOR INJECTION MOLDING PARTS;ACETAL RESIN COPOLYMER K-300,DOW,S/M, COLOR: NATURAL LOTE: V3D06 (4000KG) APPLICATION: FOR INJECTION MOLDING PARTS
118-229730;0004;30/05/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32064910;MARITIMA DEL CALLAO;MARITIMO;TMA S.A.C.;20303-13;NYKS2081402670;PUSAN;Corea del Sur;Corea del Sur;1500;TONELADAS;1500;KILOGRAMO;60;BUL;7780.68;5.19;7905.76;5.27;97.59;1500;1.5;1500;DOW POLYMERLAND CORP.;DOW;STABILIZER MASTERBATCH UV-510,DOW,S/M, COLOR & APPERANCE: NATURAL & PELLET FORM LOTE: 1304152 (1500 KG) APPLICATION: FOR PE & PP PRODUCTS;STABILIZER MASTERBATCH UV-510,DOW,S/M, COLOR & APPERANCE: NATURAL & PELLET FORM LOTE: 1304152 (1500 KG) APPLICATION: FOR PE & PP PRODUCTS
118-229730;0005;30/05/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39074000;MARITIMA DEL CALLAO;MARITIMO;TMA S.A.C.;20303-13;NYKS2081402670;PUSAN;Corea del Sur;Corea del Sur;2000;TONELADAS;2000;KILOGRAMO;80;BUL;7474.25;3.74;7630.78;3.82;130.12;2000;2;2000;DOW POLYMERLAND CORP.;DOW;POLYCARBONATE TRIREX 3022 IR,DOW,S/M, COLOR: NATURAL LOTE: 3CIR2H12 (2000 KG) APPLICATION: FOR INJECTION MOLDING PARTS;POLYCARBONATE TRIREX 3022 IR,DOW,S/M, COLOR: NATURAL LOTE: 3CIR2H12 (2000 KG) APPLICATION: FOR INJECTION MOLDING PARTS
118-240912;0001;06/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;TRANSMERIDIAN S.A.C.;20304-13;HUACLL3313040001;HUANGPU;China;Hong Kong;26;UNIDAD;26000;KILOGRAMO;1040;BUL;27820;1070;30390.6;1168.87;2153.3;26000;26;26205;SHUN TUNG BROTHERS COMPANY;S/M;IRON OXIDE YELLOW NO. 313,S/M,S/M, PIGMENTOS COLORANTES OXIDO DE HIERRO AMARILLO;IRON OXIDE YELLOW NO. 313,S/M,S/M, PIGMENTOS COLORANTES OXIDO DE HIERRO AMARILLO
118-253460;0001;13/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39199090;MARITIMA DEL CALLAO;MARITIMO;OCEANO AGENCIA MARITIMA S;00998-13;COSU6080375042;SHEKOU;China;China;70;UNIDAD;17185;KILOGRAMO;70;BUL;39902.31;570.03;41995.35;599.93;1295;17185;17.185;17185;GUANGZHOU ZHENGYU TRADING CO. LTD;S/M;BOBINA DE CINTA ADHESIVA,S/M,S/M, BOPP JUMBO ROLL 130 X 60 CM;BOBINA DE CINTA ADHESIVA,S/M,S/M, BOPP JUMBO ROLL 130 X 60 CM
118-266266;0001;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01107-13;SMLU3387877A;HOUSTON;Estados Unidos;Estados Unidos;17500;TONELADAS;17500;KILOGRAMO;700;BUL;26061;1.49;28325.76;1.62;1939;17500;17.5;17580;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO LINEAL DE BAJA DENSIDAD,S/M,S/M, LOTE: MI53021952, 700 BOLSAS LLDPE GA574-189, SACO DE PLASTICO DE 25 KG;POLIETILENO LINEAL DE BAJA DENSIDAD,S/M,S/M, LOTE: MI53021952, 700 BOLSAS LLDPE GA574-189, SACO DE PLASTICO DE 25 KG
118-266266;0002;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01107-13;SMLU3387877A;HOUSTON;Estados Unidos;Estados Unidos;7500;TONELADAS;7500;KILOGRAMO;300;BUL;11169;1.49;12139.61;1.62;831;7500;7.5;7534.28;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO LINEAL DE BAJA DENSIDAD,S/M,S/M, LOTE: MI53021952, 300 BOLSAS LLDPE GA574-189, SACO DE PLASTICO DE 25 KG;POLIETILENO LINEAL DE BAJA DENSIDAD,S/M,S/M, LOTE: MI53021952, 300 BOLSAS LLDPE GA574-189, SACO DE PLASTICO DE 25 KG
118-266266;0003;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01107-13;SMLU3387877A;HOUSTON;Estados Unidos;Estados Unidos;5000;TONELADAS;5000;KILOGRAMO;200;BUL;7321;1.46;7966.51;1.59;554;5000;5;5022.85;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, LOTE: MT113C1911, 200 BOLSAS HDPE H5618, SACO DE PLASTICO DE 25 KG;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, LOTE: MT113C1911, 200 BOLSAS HDPE H5618, SACO DE PLASTICO DE 25 KG
118-266266;0004;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01107-13;SMLU3387877A;HOUSTON;Estados Unidos;Estados Unidos;17500;TONELADAS;17500;KILOGRAMO;700;BUL;25623.5;1.46;27882.79;1.59;1939;17500;17.5;17580;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, LOTE: MT113C1911, 700 BOLSAS HDPE H5618, SACO DE PLASTICO DE 25 KG;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, LOTE: MT113C1911, 700 BOLSAS HDPE H5618, SACO DE PLASTICO DE 25 KG
118-266266;0005;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;01107-13;SMLU3387877A;HOUSTON;Estados Unidos;Estados Unidos;5000;TONELADAS;5000;KILOGRAMO;200;BUL;7321;1.46;7966.51;1.59;554;5000;5;5022.85;GEOCHEM INTERNATIONAL LLC;S/M;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, LOTE: CB213C2001, 200 BOLSAS HDPE LH735.000, SACO DE PLASTICO DE 25 KG;POLIETILENO DE ALTA DENSIDAD,S/M,S/M, LOTE: CB213C2001, 200 BOLSAS HDPE LH735.000, SACO DE PLASTICO DE 25 KG
118-266561;0001;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;INVERSIONES MARITIMAS UNI;20368-13;HUACLL3313050001;HUANGPU;China;Hong Kong;5.05;UNIDAD;5050;KILOGRAMO;202;BUL;5403.5;1070;5876.75;1163.71;392.2;5050;5.05;5095.7;SHUN TUNG BROTHERS COMPANY;S/M;OXIDO DE HIERRO AMARILLO 313,S/M,S/M, IRON OXIDE YELLOW 313;OXIDO DE HIERRO AMARILLO 313,S/M,S/M, IRON OXIDE YELLOW 313
118-266561;0002;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32064100;MARITIMA DEL CALLAO;MARITIMO;INVERSIONES MARITIMAS UNI;20368-13;HUACLL3313050001;HUANGPU;China;Hong Kong;4;KILOGRAMO;4000;KILOGRAMO;160;BUL;4800;1200;5170.65;1292.66;310.65;4000;4;4036.2;SHUN TUNG BROTHERS COMPANY;S/M;ULTRAMARINE BLUE 462 PB: 29,S/M,S/M, PIGMENTOS COLORANTES;ULTRAMARINE BLUE 462 PB: 29,S/M,S/M, PIGMENTOS COLORANTES
118-266561;0003;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;INVERSIONES MARITIMAS UNI;20368-13;HUACLL3313050001;HUANGPU;China;Hong Kong;3;UNIDAD;3000;KILOGRAMO;120;BUL;4200;1400;4495.99;1498.66;232.99;3000;3;3027.15;SHUN TUNG BROTHERS COMPANY;S/M;OXIDO DE HIERRO VERDE,S/M,S/M, IRON OXIDE GREEN;OXIDO DE HIERRO VERDE,S/M,S/M, IRON OXIDE GREEN
118-266561;0004;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32064100;MARITIMA DEL CALLAO;MARITIMO;INVERSIONES MARITIMAS UNI;20368-13;HUACLL3313050001;HUANGPU;China;Hong Kong;1.97;KILOGRAMO;1975;KILOGRAMO;79;BUL;5727.5;2907.36;5952.47;3021.56;153.38;1975;1.975;1992.87;SHUN TUNG BROTHERS COMPANY;S/M;ULTRAMARINE BLUE 455,S/M,S/M, PIGMENTOS COLORANTES;ULTRAMARINE BLUE 455,S/M,S/M, PIGMENTOS COLORANTES
118-266561;0005;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;32064100;MARITIMA DEL CALLAO;MARITIMO;INVERSIONES MARITIMAS UNI;20368-13;HUACLL3313050001;HUANGPU;China;Hong Kong;0.1;KILOGRAMO;100;KILOGRAMO;4;BUL;550;5500;564.63;5646.3;7.76;100;0.1;100.9;SHUN TUNG BROTHERS COMPANY;S/M;HANSA YELLOW 10G PY:3,S/M,S/M, PIGMENTOS COLORANTES;HANSA YELLOW 10G PY:3,S/M,S/M, PIGMENTOS COLORANTES
118-266561;0006;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;INVERSIONES MARITIMAS UNI;20368-13;HUACLL3313050001;HUANGPU;China;Hong Kong;0.5;UNIDAD;500;KILOGRAMO;20;BUL;1950;3900;2018.08;4036.16;38.83;500;0.5;504.52;SHUN TUNG BROTHERS COMPANY;S/M;IRON BLUE (NA SALT) PB: 27,S/M,S/M,;IRON BLUE (NA SALT) PB: 27,S/M,S/M,
118-266561;0007;20/06/2013;2013;FULL S.A.C.;4  20122837506;IMPORTACION DEFINITIVA;28211010;MARITIMA DEL CALLAO;MARITIMO;INVERSIONES MARITIMAS UNI;20368-13;HUACLL3313050001;HUANGPU;China;Hong Kong;2.5;UNIDAD;2500;KILOGRAMO;100;BUL;1800;720;2021.16;808.46;194.16;2500;2.5;2522.62;SHUN TUNG BROTHERS COMPANY;S/M;OXIDO DE HIRRO NEGRO 722,S/M,S/M, IRON OXIDE BLACK 722;OXIDO DE HIRRO NEGRO 722,S/M,S/M, IRON OXIDE BLACK 722
