DUA;Item;Fecha;Año;Importador;RUC;Regimen;Código NCM;Aduana;Vía Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;País de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN netos;Kgs. Brutos;Proveedor;Marca;Descripción de Mercadería;Descripción para Filtro
118-195198;0001;01/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01184-22;MEDUU5049371;HOUSTON;Estados Unidos;Puerto Rico;21.1;TM;21191;KILOGRAMO;0;No disponible;29410;1393.84;32734.43;1551.39;3295;21191;21.191;21420;MTS LOGISTICS, INC.;M HOLLAND;POLIETILENO DE ALTA DENSIDAD M HOLLAND EH110 POLIETILENO DE ALTA DENSIDAD USO INDUSTRIAL ITEM NO:EH110-PE-EHMW-GP / LOT NRO:20211216-5015-001946 EXTRA HIGH MOLECULAR WEIGHT HIGH DENSITY POLYETHYRENE;POLIETILENO DE ALTA DENSIDAD M HOLLAND EH110 POLIETILENO DE ALTA DENSIDAD USO INDUSTRIAL ITEM NO:EH110-PE-EHMW-GP / LOT NRO:20211216-5015-001946 EXTRA HIGH MOLECULAR WEIGHT HIGH DENSITY POLYETHYRENE
118-195891;0001;01/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01184-22;MEDUU5044117;HOUSTON;Estados Unidos;Puerto Rico;23.37;TM;23375;KILOGRAMO;0;No disponible;32429.69;1387.66;35795.93;1531.7;3334.05;23375;23.375;23743.35;MTS LOGISTICS, INC.;M HOLLAND;POLIETILENO DE ALTA DENSIDAD M HOLLAND HD100 POLIETILENO DE ALTA DENSIDAD EN 935 BAGS DE 25 KG C/U USO INDUSTRIAL HIGH DENSITY POLYETHYLENE M. HOLLAND HD100 GENERIC PRIME HD100-PE-HD-GP / LOTE: 20211216-5015-001945;POLIETILENO DE ALTA DENSIDAD M HOLLAND HD100 POLIETILENO DE ALTA DENSIDAD EN 935 BAGS DE 25 KG C/U USO INDUSTRIAL HIGH DENSITY POLYETHYLENE M. HOLLAND HD100 GENERIC PRIME HD100-PE-HD-GP / LOTE: 202112
118-195891;0002;01/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01184-22;MEDUU5044117;HOUSTON;Estados Unidos;Puerto Rico;21.15;TM;21150;KILOGRAMO;0;No disponible;29726.36;1405.5;32812;1551.39;3056.13;21150;21.15;21483.29;MTS LOGISTICS, INC.;M HOLLAND;POLIETILENO DE ALTA DENSIDAD M HOLLAND EH110 POLIETILENO DE ALTA DENSIDAD EN 846 BAGS DE 25 KG C/U USO INDUSTRIAL EXTRA HIGH MOLECULAR WEIGHT HIGH DENSITY POLYETHYLENE M. HOLLAND EH110 GENERIC PRIME EH110-PE-EHMW-GP / LOTE: 20211216-5015-001946;POLIETILENO DE ALTA DENSIDAD M HOLLAND EH110 POLIETILENO DE ALTA DENSIDAD EN 846 BAGS DE 25 KG C/U USO INDUSTRIAL EXTRA HIGH MOLECULAR WEIGHT HIGH DENSITY POLYETHYLENE M. HOLLAND EH110 GENERIC PRIME E
118-195891;0003;01/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01184-22;MEDUU5044117;HOUSTON;Estados Unidos;Puerto Rico;23.37;TM;23375;KILOGRAMO;0;No disponible;32853.61;1405.8;36263.85;1551.73;3377.64;23375;23.375;23743.35;MTS LOGISTICS, INC.;M HOLLAND;POLIETILENO DE ALTA DENSIDAD M HOLLAND HD360U POLIETILENO DE ALTA DENSIDAD EN 935 BAGS DE 25 KG C/U USO INDUSTRIAL HIGH DENSITY POLYETHYLENE M. HOLLAND HD360U GENERIC PRIME HD360U-PE-HD-GP / LOTE: 20211216-5015-001944;POLIETILENO DE ALTA DENSIDAD M HOLLAND HD360U POLIETILENO DE ALTA DENSIDAD EN 935 BAGS DE 25 KG C/U USO INDUSTRIAL HIGH DENSITY POLYETHYLENE M. HOLLAND HD360U GENERIC PRIME HD360U-PE-HD-GP / LOTE: 202
118-196719;0001;02/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041090;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01208-22;HLCUBSC220571580;HOUSTON;Estados Unidos;Estados Unidos;110;TM;110000;KILOGRAMO;0;No disponible;188914.25;1717.4;211390.08;1921.73;22285.75;110000;110;112000;MTS LOGISTICS, INC. 5 WEST 37TH;FORMOLON;POLICLORURO  DE VINILO FORMOLON 622 POLYVINYL CHLORIDE FORMOSA USO INDUSTRIAL LOTE NRO: 2A04A.  4400 SACOS CLORURO DE POLIVINILO FORMOLON 622;POLICLORURO  DE VINILO FORMOLON 622 POLYVINYL CHLORIDE FORMOSA USO INDUSTRIAL LOTE NRO: 2A04A.  4400 SACOS CLORURO DE POLIVINILO FORMOLON 622
118-202374;0001;06/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01278-22;MEDUU5044117;HOUSTON;Estados Unidos;Puerto Rico;70.12;TM;70125;KILOGRAMO;0;No disponible;97289.07;1387.47;107387.81;1531.49;10002.17;70125;70.125;71440;MTS LOGISTICS, INC.;M HOLLAND;POLIETILENO DE ALTA DENSIDAD M HOLLAND HD100 POLIETILENO DE ALTA DENSIDAD EN 2805 BAGS DE 25 KG C/U USO INDUSTRIAL HIGH DENSITY POLYETHYLENE M. HOLLAND HD100 GENERIC PRIME HD100-PE-HD-GP / LOTE: 20211216-5015-001945;POLIETILENO DE ALTA DENSIDAD M HOLLAND HD100 POLIETILENO DE ALTA DENSIDAD EN 2805 BAGS DE 25 KG C/U USO INDUSTRIAL HIGH DENSITY POLYETHYLENE M. HOLLAND HD100 GENERIC PRIME HD100-PE-HD-GP / LOTE: 20211
118-207140;0001;08/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01278-22;MEDUU5737173;HOUSTON;Estados Unidos;Suiza;49.5;TM;49500;KILOGRAMO;0;No disponible;72390;1462.42;84225.74;1701.53;11760;49500;49.5;50420;MTS LOGISTICS, INC. 5 WEST 37TH;OXYVINYLS;POLICLORURO DE VINILO, OXYVINYLS, 225P LOTE: 5420L02374, 5420L02593 PARA FABRICACION DE PRODUCTOS PLASTICOS 49.5 MT S-PVC OXY VINYLS 225P EN SACOS DE 25 KG. C/U. = 1980 SACOS;POLICLORURO DE VINILO, OXYVINYLS, 225P LOTE: 5420L02374, 5420L02593 PARA FABRICACION DE PRODUCTOS PLASTICOS 49.5 MT S-PVC OXY VINYLS 225P EN SACOS DE 25 KG. C/U. = 1980 SACOS
118-207559;0001;08/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01284-22;SEAU830083286;HOUSTON;Estados Unidos;Estados Unidos;23375;KG;23375;KILOGRAMO;0;No disponible;38791.25;1.66;41933.91;1.79;3105;23375;23.375;23760;UNITCARGO CONTAINER LINE, INC.C/O;OSTERLENE;POLIETILENO DE BAJA DENSIDAD OSTERLENE LD025-A LDPE.25MI / .918 DENSITY FRACTIONAL MELT/ANTIBLOCK USO INDUSTRIAL LOTE:971379 POLIETILENO DE BAJA DENSIDAD;POLIETILENO DE BAJA DENSIDAD OSTERLENE LD025-A LDPE.25MI / .918 DENSITY FRACTIONAL MELT/ANTIBLOCK USO INDUSTRIAL LOTE:971379 POLIETILENO DE BAJA DENSIDAD
118-207908;0001;08/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041090;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01278-22;MEDUU5586240;HOUSTON;Estados Unidos;Estados Unidos;74250;KG;74250;KILOGRAMO;0;No disponible;121965;1.64;133770.29;1.8;11685;74250;74.25;74820;MTS LOGISTICS, INC.;WESTLAKE;POLICLORURO DE VINILO WESTLAKE 1091 PVC WESTLAKE WL 1091 HTS X 25KG USO INDUSTRIAL LOTE:0001351447 - 0001354335 POLICLORURO DE VINILO;POLICLORURO DE VINILO WESTLAKE 1091 PVC WESTLAKE WL 1091 HTS X 25KG USO INDUSTRIAL LOTE:0001351447 - 0001354335 POLICLORURO DE VINILO
118-221527;0001;17/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041090;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01334-22;MAEU218321945;QINGDAO;China;Corea del Sur;84;TM;84000;KILOGRAMO;0;No disponible;126000;1500;147839.41;1759.99;21709;84000;84;84620;CRECHEM CORPORATION;HAIWAN;POLICLORURO DE VINILO HAIWAN HS-1000R POLYVINYL CHLORIDE RESIN HS-1000R USO INDUSTRIAL LOTE: 22A510256 , 22B510234 , 22B510237 POLICLORURO DE VINILO;POLICLORURO DE VINILO HAIWAN HS-1000R POLYVINYL CHLORIDE RESIN HS-1000R USO INDUSTRIAL LOTE: 22A510256 , 22B510234 , 22B510237 POLICLORURO DE VINILO
118-222234;0001;18/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01319-22;MEDUU5551103;HOUSTON;Estados Unidos;Estados Unidos;49.5;TM;49500;KILOGRAMO;0;No disponible;84737;1711.86;91657.42;1851.67;6838;49500;49.5;50180;VINMAR INTERNATIONAL LLC;CYNPOL;POLIETILENO DE BAJA DENSIDAD CYNPOL LDF319 SYNTHETIC RESIN LOW DENSITY POLYETHYLENE USO INDUSTRIAL LOTE:VIN022983 POLIETILENO DE BAJA DENSIDAD;POLIETILENO DE BAJA DENSIDAD CYNPOL LDF319 SYNTHETIC RESIN LOW DENSITY POLYETHYLENE USO INDUSTRIAL LOTE:VIN022983 POLIETILENO DE BAJA DENSIDAD
118-227731;0001;23/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01387-22;SEAU218639545;BALBOA;Estados Unidos;Estados Unidos;10275;KG;10275;KILOGRAMO;0;No disponible;17051.55;1.66;18408.8;1.79;1340.69;10275;10.275;10478.08;UNITCARGO CONTAINER LINE, INC.C/O;OSTERLENE;POLIETILENO DE BAJA DENSIDAD OSTERLENE S/M .918 DENSITY FRACTIONAL MELT/ANTIBLOCK USO INDUSTRIAL LDPE. 25MI POLIETILENO DE BAJA DENSIDAD;POLIETILENO DE BAJA DENSIDAD OSTERLENE S/M .918 DENSITY FRACTIONAL MELT/ANTIBLOCK USO INDUSTRIAL LDPE. 25MI POLIETILENO DE BAJA DENSIDAD
118-227731;0002;23/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01387-22;SEAU218639545;BALBOA;Estados Unidos;Estados Unidos;13100;KG;13100;KILOGRAMO;0;No disponible;21739.69;1.66;23470.1;1.79;1709.3;13100;13.1;13221.91;UNITCARGO CONTAINER LINE, INC.C/O;OSTERLENE;POLIETILENO DE BAJA DENSIDAD OSTERLENE S/M .918 DENSITY FRACTIONAL MELT/BAREFOOT USO NDUSTRIAL LDPE.25MI POLIETILENO DE BAJA DENSIDAD;POLIETILENO DE BAJA DENSIDAD OSTERLENE S/M .918 DENSITY FRACTIONAL MELT/BAREFOOT USO NDUSTRIAL LDPE.25MI POLIETILENO DE BAJA DENSIDAD
118-232523;0001;25/06/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041090;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;01415-22;COSU6326842790;BALBOA;Panamá;Estados Unidos;52;TM;52000;KILOGRAMO;0;No disponible;83900;1613.46;87959.09;1691.52;3980;52000;52;52950;FMS AS AGENT FOR  RESIN TECHNOLOGY LLC;WESTLAKE;POLICLORURO DE VINILO WESTLAKE 1230P WESTLAKE 1230P K65/66 PVC RESIN USO INDUSTRIAL LOTE:G21120922 2080 BOLSAS X 25 KG POLICLORURO DE VINILO;POLICLORURO DE VINILO WESTLAKE 1230P WESTLAKE 1230P K65/66 PVC RESIN USO INDUSTRIAL LOTE:G21120922 2080 BOLSAS X 25 KG POLICLORURO DE VINILO
118-240659;0001;01/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041090;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01442-22;HLCUTS12204ATJQ6;TIANJINXINGANG;China;Francia;54;TM;54000;KILOGRAMO;0;No disponible;84665.5;1567.88;96206.51;1781.6;11454.5;54000;54;54580;HONGKONG TOPWAY TRADING CO LTD;S/M;POLICLORURO DE VINILO S/M DG-1000S POLICLORURO DE VINILO USO INDUSTRIAL PVC RESIN DG-1000S DG-1000S / 2160 BAGS DE 25 KG C/U;POLICLORURO DE VINILO S/M DG-1000S POLICLORURO DE VINILO USO INDUSTRIAL PVC RESIN DG-1000S DG-1000S / 2160 BAGS DE 25 KG C/U
118-241870;0001;01/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041020;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01442-22;ONEYSELC64638500;KRZZA;Corea del Sur;Francia;88;TM;88000;KILOGRAMO;0;No disponible;122304.06;1389.82;152385.2;1731.65;29944.12;88000;88;89740;LG CHEM LTD.;S/M;PVC RESINA, S/M, LS100H LOTE: 2205203A PARA USO EN LA FABRICACION DE PRODUCTOS PLASTICOS 88 MT PVC RESIN LS100H -;PVC RESINA, S/M, LS100H LOTE: 2205203A PARA USO EN LA FABRICACION DE PRODUCTOS PLASTICOS 88 MT PVC RESIN LS100H -
118-261510;0001;13/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01512-22;EGLV040200224255;KRZZA;Corea del Sur;Estados Unidos;66;TM;66000;KILOGRAMO;0;No disponible;75840;1149.09;99629.1;1509.53;23700;66000;66;67160;LOTTE CHEMICAL CORPORATION;LOTTE;POLIETILENO LINEAL DE BAJA DENSIDAD. LOTTE. FL7000 2640 BAGS LOT NUMBER: 2HD2205044. 2HD2205045 FABRICACION DE PRODUCTOS PLASTICOS HIGH DENSITY POLYETHYLENE HDPE FL7000 -;POLIETILENO LINEAL DE BAJA DENSIDAD. LOTTE. FL7000 2640 BAGS LOT NUMBER: 2HD2205044. 2HD2205045 FABRICACION DE PRODUCTOS PLASTICOS HIGH DENSITY POLYETHYLENE HDPE FL7000 -
118-265157;0001;15/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041090;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01453-22;HLCUTS12203AWKO2;TIANJINXINGANG;China;Francia;54;TM;54000;KILOGRAMO;0;No disponible;84665.5;1567.88;96243.2;1782.28;11491.19;54000;54;54520;HONGKONG TOPWAY TRADING CO LTD;S/M;POLICLORURO DE VINILO S/M DG-1000S DG-1000S USO INDUSTRIAL 2160 SACOS DE 25 KGS C/U PVC RESIN DG-1000S;POLICLORURO DE VINILO S/M DG-1000S DG-1000S USO INDUSTRIAL 2160 SACOS DE 25 KGS C/U PVC RESIN DG-1000S
118-272800;0001;20/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;01595-22;EGLV003201626719;KAOHSIUNG;Taiwán;Estados Unidos;50000;KG;50000;KILOGRAMO;0;No disponible;69035.5;1.38;84110.65;1.68;15000;50000;50;50270;ICD AMERICA LLC;S/M;POLIPROPILENO HOMOPOLIMERO, S/M, S/M LOTE: 12309 FABRICACION DE PLANCHAS Y CAJAS PLASTICAS CORRUGADAS POLIPROPILENO HOMOPOLIMERO PP S1005 EN BAGS DE 25 KG. C/U. = 2,000 BAGS;POLIPROPILENO HOMOPOLIMERO, S/M, S/M LOTE: 12309 FABRICACION DE PLANCHAS Y CAJAS PLASTICAS CORRUGADAS POLIPROPILENO HOMOPOLIMERO PP S1005 EN BAGS DE 25 KG. C/U. = 2,000 BAGS
118-277877;0001;22/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041090;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01631-22;SUDUN2SOL005939A;KRZZA;Corea del Sur;Francia;48;TM;48000;KILOGRAMO;0;No disponible;65272;1359.83;78845.85;1642.62;13503;48000;48;49310;TAEWOONG LOGISTICS TEHERAN-RO 37-;S/M;POLICLORURO DE VINILO S/M P-1000 PVC RESIN P-1000 PARA USO INDUSTRIAL 1920 BAGS CONTENIENDO 25 KG C/U POLICLORURO DE VINILO. LOTES: U220621B2. U220620A2;POLICLORURO DE VINILO S/M P-1000 PVC RESIN P-1000 PARA USO INDUSTRIAL 1920 BAGS CONTENIENDO 25 KG C/U POLICLORURO DE VINILO. LOTES: U220621B2. U220620A2
118-278865;0001;25/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01657-22;COSU6335586590;PASIR GUDANG, JOHOR;Malasia;Estados Unidos;50;TM;50000;KILOGRAMO;0;No disponible;70008.72;1400.17;84953.52;1699.07;14868.75;50000;50;50030;LOTTE CHEMICAL TITAN;LOTTE;POLIETILENO DE ALTA DENSIDAD, LOTTE, HF7000 LOTE: M220424C PARA USO EN LA FABRICACION DE PRODUCTOS PLASTICOS HIGH DENSITY POLYETHYLENE HF7000 EN BAG DE 25 KG. C/U. = 2000 BAGS;POLIETILENO DE ALTA DENSIDAD, LOTTE, HF7000 LOTE: M220424C PARA USO EN LA FABRICACION DE PRODUCTOS PLASTICOS HIGH DENSITY POLYETHYLENE HF7000 EN BAG DE 25 KG. C/U. = 2000 BAGS
118-280291;0001;26/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39076190;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01659-22;NJNZ103473;ZHANGJIAGANG;China;Hong Kong;22;TM;22000;KILOGRAMO;0;No disponible;27954.74;1270.67;36476.01;1658;8489.59;22000;22;22180;OXYDE CHEMICALS CHINA LIMITEDROOM 1507. 15/F. EMPE;JADE;POLIETILENO TEREFTALATO. JADE. CZ-302 LOTE: 220613 PARA USO EN LA FABRICACION DE PRODUCTOS PLASTICOS POLIETILENO TEREFTALATO PET JADE CZ302 EN SACOS DE 1.100 KG. C/U. = 20  SACOS;POLIETILENO TEREFTALATO. JADE. CZ-302 LOTE: 220613 PARA USO EN LA FABRICACION DE PRODUCTOS PLASTICOS POLIETILENO TEREFTALATO PET JADE CZ302 EN SACOS DE 1.100 KG. C/U. = 20  SACOS
118-280930;0001;26/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSMERIDIAN S.A.C.;01443-22;COSU6334700001;KRZZA;Corea del Sur;Uruguay;47.87;TM;47875;KILOGRAMO;0;No disponible;69299.9;1447.67;84417.59;1763.48;15042.72;47875;47.875;48373.69;HYOSUNG CHEMICAL CORPORATION;S/M;POLIPROPILENO. S/M. S/M LOTE: 204290 - EN BAGS DE 25 KG. C/U. = 1915 BAGS PARA USO EN LA FABRICACION DE CAJAS Y PLANCHAS PLASTICAS CORRUGADAS POLYPROPYLENE RESIN / PP TOPILENE J842 102076;POLIPROPILENO. S/M. S/M LOTE: 204290 - EN BAGS DE 25 KG. C/U. = 1915 BAGS PARA USO EN LA FABRICACION DE CAJAS Y PLANCHAS PLASTICAS CORRUGADAS POLYPROPYLENE RESIN / PP TOPILENE J842 102076
118-280930;0002;26/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSMERIDIAN S.A.C.;01443-22;COSU6334700001;KRZZA;Corea del Sur;Uruguay;125;KG;125;KILOGRAMO;0;No disponible;185.09;1.48;224.57;1.8;39.27;125;0.125;126.3;HYOSUNG CHEMICAL CORPORATION;S/M;POLIPROPILENO. S/M. S/M LOTE: 204201 - EN BAGS DE 25 KG. C/U. = 5 BAGS PARA USO EN LA FABRICACION DE CAJAS Y PLANCHAS PLASTICAS CORRUGADAS POLYPROPYLENE RESIN / PP TOPILENE J801R 102671;POLIPROPILENO. S/M. S/M LOTE: 204201 - EN BAGS DE 25 KG. C/U. = 5 BAGS PARA USO EN LA FABRICACION DE CAJAS Y PLANCHAS PLASTICAS CORRUGADAS POLYPROPYLENE RESIN / PP TOPILENE J801R 102671
118-283326;0001;27/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39041090;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01664-22;SUDUN2SOL005940A;KRZZA;Corea del Sur;Francia;48;TM;48000;KILOGRAMO;0;No disponible;63272;1318.17;78845.85;1642.62;15503;48000;48;49020;HANWHA HOTELS AND RESORTS CO.. LTD;S/M;POLICLORURO DE VINILO S/M P-1000 PVC RESIN P-1000 USO INDUSTRIAL 1920 SACO X 25KG POLICLORURO DE VINILO;POLICLORURO DE VINILO S/M P-1000 PVC RESIN P-1000 USO INDUSTRIAL 1920 SACO X 25KG POLICLORURO DE VINILO
118-283622;0001;27/07/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01453-22;ONEYSELC60896700;KRZZA;Corea del Sur;Estados Unidos;44;TM;44000;KILOGRAMO;0;No disponible;49108;1116.09;65178.61;1481.33;16012;44000;44;44370;HANWHA TOTALENERGIES PETROCHEMICAL;VINMAR;POLIPROPILENO VINMAR BI 8000 1760 BAGS DE 25KG C/U USO INDUSTRIAL LOTE. P4220262 / POLYPROPYLENE COPOLYMER POLIPROPILENO COPOLIMERO;POLIPROPILENO VINMAR BI 8000 1760 BAGS DE 25KG C/U USO INDUSTRIAL LOTE. P4220262 / POLYPROPYLENE COPOLYMER POLIPROPILENO COPOLIMERO
118-316418;0001;18/08/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01846-22;EGLV040200290584;KRZZA;Corea del Sur;Uruguay;12000;KG;12000;KILOGRAMO;0;No disponible;14360;1.2;18376.52;1.53;4000;12000;12;12205;HYOSUNG CHEMICAL CORPORATION;TOPILENE;POLIPROPILENO. TOPILENE. R901 POLYPROPYLENE RESIN FABRICACION DE CAJAS Y PLANCHAS PLASTICAS CORRUGADAS PP TOPILENE R901 102672;POLIPROPILENO. TOPILENE. R901 POLYPROPYLENE RESIN FABRICACION DE CAJAS Y PLANCHAS PLASTICAS CORRUGADAS PP TOPILENE R901 102672
118-316418;0002;18/08/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01846-22;EGLV040200290584;KRZZA;Corea del Sur;Uruguay;12000;KG;12000;KILOGRAMO;0;No disponible;14360;1.2;18376.52;1.53;4000;12000;12;12205;HYOSUNG CHEMICAL CORPORATION;TOPILENE;POLIPROPILENO. TOPILENE. R301 POLYPROPYLENE RESIN FABRICACION DE CAJAS Y PLANCHAS PLASTICAS CORRUGADAS PP TOPILENE R301 102672;POLIPROPILENO. TOPILENE. R301 POLYPROPYLENE RESIN FABRICACION DE CAJAS Y PLANCHAS PLASTICAS CORRUGADAS PP TOPILENE R301 102672
118-317505;0001;18/08/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01838-22;EGLV040200290568;KRZZA;Corea del Sur;Uruguay;24;TM;24000;KILOGRAMO;0;No disponible;28320;1180;35551.97;1481.33;7200;24000;24;24240;HYOSUNG CHEMICAL CORPORATION;TOPILENE;POLIPROPILENO TOPILENE J842 MATERIA PRIMA/PP TOPILENE J842 PARA FABRICACION DE ARTICULOS DE PLASTICO/INDUSTRIAL COD:102076 POLIPROPILENO;POLIPROPILENO TOPILENE J842 MATERIA PRIMA/PP TOPILENE J842 PARA FABRICACION DE ARTICULOS DE PLASTICO/INDUSTRIAL COD:102076 POLIPROPILENO
118-317961;0001;18/08/2022;2022;INVERSIONES MESAL SOCIEDAD ANONIMA CERRADA - INMES;4  20601119111;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01851-22;MAEU219949207;KRZZA;Corea del Sur;Uruguay;24000;KG;24000;KILOGRAMO;0;No disponible;27790;1.16;36839.32;1.53;9018;24000;24;24460;HYOSUNG CHEMICAL CORPORATION235, BANPO-DAERO SEOCH;TOPILENE;POLIPROPILENO, TOPILENE, J700 POLYPROPYLENE RESIN FABRICACION DE CAJAS Y PLANCHAS PLASTICAS CORRUGADAS PP TOPILENE J700 102671;POLIPROPILENO, TOPILENE, J700 POLYPROPYLENE RESIN FABRICACION DE CAJAS Y PLANCHAS PLASTICAS CORRUGADAS PP TOPILENE J700 102671
