DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN Netas;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
118-037185;0001;30/01/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20015-14;SUDU230016451174;CARTAGENA;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;1980;BUL;77575;1567.17;82644.68;1669.59;4100;49500;49.5;50390;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 586A POLYETHYLENE 586A LOW DENSITY,;POLIETILENO DOW 586A POLYETHYLENE 586A LOW DENSITY,
118-037426;0001;30/01/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;00190-14;MSCUOE952137;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;1980;BUL;71667;1447.82;77620.83;1568.1;5058;49500;49.5;50300;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW DFDC-7087 ,;POLIETILENO DOW DFDC-7087 ,
118-037800;0001;30/01/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20015-14;SUDU230016451177;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24340;KILOGRAMO;990;BUL;36312.5;1467.17;38816.4;1568.34;2050;24340;24.34;25060;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N ,;POLIETILENO DOW 17450N ,
118-048643;0001;06/02/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20044-14;SUDU240016637008;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;38787.5;1567.17;41322.34;1669.59;2050;24750;24.75;25940;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DOW 503A ,;POLIETILENO DE BAJA DOW 503A ,
118-050346;0001;07/02/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;UNIMAR S A;99999-14;SUDU240016727231;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;40025;1617.17;42575.31;1720.21;2050;24750;24.75;25121;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 2247G ,;POLIETILENO DOW 2247G ,
118-051037;0001;10/02/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02068-13;MSCUOE926032;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;35833.5;1447.82;38810.41;1568.1;2529;24750;24.75;25260;THE DOW CHEMICAL COMPANY 2030 DOW C;DOWLEX;POLIETILENO DOWLEX IP-10262 ,;POLIETILENO DOWLEX IP-10262 ,
118-055994;0001;13/02/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02252-13;MSCUEB031002;BARCELONA;Espanha;Espanha;24.75;UNIDAD;24750;KILOGRAMO;22;BUL;19663.81;794.5;22886.58;924.71;2976.98;24750;24.75;25080;GESTORA CATALANA DE RESIDUOSS.L. C;GRANIC 422;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1125GT,;POLIETILENO DE BAJA GRANIC 422 G0422S G0422S 1125GT,
118-056423;0001;13/02/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;20044-14;SUDU240016637008;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;38787.5;1567.17;41322.34;1669.59;2050;24750;24.75;25270;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DOW 503A ,;POLIETILENO DE BAJA DOW 503A ,
118-070417;0001;24/02/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;02068-13;MSCUOE927386;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;35833.5;1447.82;38810.42;1568.1;2529.01;24750;24.75;25155;THE DOW CHEMICAL COMPANY 2030 DOW C;DOW;POLIETILENO DOW DFDC-7087 ,;POLIETILENO DOW DFDC-7087 ,
118-096430;0001;12/03/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30118-14;MSCUOE962383;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;35833.5;1447.82;38810.41;1568.1;2529;24750;24.75;25430;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW IP-10262 ,;POLIETILENO DOW IP-10262 ,
118-096511;0001;12/03/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30241-14;SUDU240017068055;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;37550;1517.17;40069.37;1618.96;2050;24750;24.75;24860;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 1648 ESTADO DE LA MERCADERIA BUENO LLDPE 1648 POLIETILENO RESIN,;POLIETILENO DOW 1648 ESTADO DE LA MERCADERIA BUENO LLDPE 1648 POLIETILENO RESIN,
118-096712;0001;12/03/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30241-14;SUDU240017068206;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;40025;1617.17;42575.31;1720.21;2050;24750;24.75;25040;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 2247G ESTADO DE LA MERCADERIA BUENO ,;POLIETILENO DOW 2247G ESTADO DE LA MERCADERIA BUENO ,
118-113307;0001;21/03/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30325-14;MSCUEB095940;BARCELONA;Espanha;Espanha;24.75;UNIDAD;24750;KILOGRAMO;22;BUL;20533.23;829.63;23446.26;947.32;2656.37;24750;24.75;24980;GESTORA CATALANA DE RESIDUOSS.L.;GRANIC 422;POLIETILENO DE BAJA GRANIC 422 G0422S TONELADAS METRICAS G0422S 1000GT,;POLIETILENO DE BAJA GRANIC 422 G0422S TONELADAS METRICAS G0422S 1000GT,
118-116169;0001;24/03/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;30210-14;SMLU3611879A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;37500;1515.15;40068.75;1618.94;2100;24750;24.75;25208.33;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N ESTADO DE LA MERCADERIA BUENO X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,;POLIETILENO DOW 17450N ESTADO DE LA MERCADERIA BUENO X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,
118-122182;0001;28/03/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;30210-14;SMLU3611879A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;37500;1515.15;40068.75;1618.94;2100;24750;24.75;25208.33;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N ESTADO DE LA MERCADERIA BUENO X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,;POLIETILENO DOW 17450N ESTADO DE LA MERCADERIA BUENO X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,
118-130615;0001;03/04/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30241-14;SUDU240017068036;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;37550;1517.17;40069.37;1618.96;2050;24750;24.75;25250;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DMDA-6200 ESTADO DE LA MERCADERIA BUENO UNIVAL DMDA 6200 NT,;POLIETILENO DOW DMDA-6200 ESTADO DE LA MERCADERIA BUENO UNIVAL DMDA 6200 NT,
118-137383;0001;09/04/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39076090;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;20836-13;MAEUR85304907;JEDDAH;Arábia Saudita;Estados Unidos;1.1;UNIDAD;1100;KILOGRAMO;1;BUL;1396.6;1269.64;1530.45;1391.32;116.4;1100;1.1;1115;SABIC AMERICAS INC. 2500 CITY WEST;S/M;RESINA PET S/M S/M 1044642/0010 02-009-13 PET BC116 154,;RESINA PET S/M S/M 1044642/0010 02-009-13 PET BC116 154,
118-141354;0001;11/04/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;30210-14;SMLU3611879A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;37500;1515.15;40068.75;1618.94;2100;24750;24.75;25208.33;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N ,;POLIETILENO DOW 17450N ,
118-145606;0001;15/04/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;30491-14;SMLU3631192A;HOUSTON;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;18;BUL;41212.5;1665.15;43827.65;1770.81;2100;24750;24.75;25250;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 2247G DOWLEX 2247G POLYETHYLENE RESIN,;POLIETILENO DOW 2247G DOWLEX 2247G POLYETHYLENE RESIN,
118-145609;0001;15/04/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30519-14;SUDU240017525YME;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;41262.5;1667.17;43828.28;1770.84;2050;24750;24.75;25040;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 586A POLYETHYLENE 586A LOW DENSITY,;POLIETILENO DOW 586A POLYETHYLENE 586A LOW DENSITY,
118-153064;0001;22/04/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30662-14;SUDU2400173919RX;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;41262.5;1667.17;43828.28;1770.84;2050;24750;24.75;25040;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 611A ,;POLIETILENO DOW 611A ,
118-164393;0001;28/04/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30325-14;MSCUOE974560;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;37071;1497.82;40063.38;1618.72;2529;24750;24.75;25185;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDC-7087 TONELADAS METRICAS DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,;POLIETILENO DOW DFDC-7087 TONELADAS METRICAS DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,
118-174092;0001;05/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30726-14;MSCUOE996092;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;49.5;UNIDAD;49500;KILOGRAMO;1980;BUL;76617;1547.82;82632.71;1669.35;5058;49500;49.5;50490;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDC-7087 DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,;POLIETILENO DOW DFDC-7087 DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,
118-184176;0001;12/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30856-14;SUDU24001796950Y;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;41262.5;1667.17;43828.28;1770.84;2050;24750;24.75;25040;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 2247G DOWLEX 2247G POLYETHYLENE RESIN,;POLIETILENO DOW 2247G DOWLEX 2247G POLYETHYLENE RESIN,
118-194045;0001;16/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30856-14;SUDU240017969KB3;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;1980;BUL;38787.5;1567.17;41322.34;1669.59;2050;24750;24.75;25240;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N TONELADAS METRICAS COMERCIAL X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,;POLIETILENO DOW 17450N TONELADAS METRICAS COMERCIAL X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,
118-194045;0002;16/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30856-14;SUDU240017969KB3;CARTAGENA;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;38787.5;1567.17;41322.34;1669.59;2050;24750;24.75;25260;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N TONELADAS METRICAS COMERCIAL X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,;POLIETILENO DOW 17450N TONELADAS METRICAS COMERCIAL X 0.025 METRIC TONS, POLYELTHYLENE 17450N HIGH DENSITY,
118-194081;0001;16/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;30867-14;MAEU563055315;BARCELONA;Espanha;Suíça;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;39966.2;1614.8;43877.07;1772.81;3411.3;24750;24.75;25170;DOW EUROPE GMBH C/O DOW CHEMICAL IBERICA SL C/ RIB;DOW;POLIETILENO DOW 132G ,;POLIETILENO DOW 132G ,
118-195580;0001;19/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30325-14;MSCUOE974560;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;37071;1497.82;40063.38;1618.72;2529;24750;24.75;25185;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDC-7087 TONELADAS METRICAS DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,;POLIETILENO DOW DFDC-7087 TONELADAS METRICAS DOW DFDC-7087 NT 7 LINEAR LOW DENSITY,
118-196893;0001;20/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30325-14;MSCUEB095940;BARCELONA;Espanha;Espanha;24.75;UNIDAD;24750;KILOGRAMO;22;BUL;19941.4;805.71;22848.09;923.16;2657.43;24750;24.75;25150;GESTORA CATALANA DE RESIDUOSS.L.;GRANIC 422;POLIETILENO DE BAJA GRANIC 422 G0422S TONELADAS METRICAS G0422S 1000GT,;POLIETILENO DE BAJA GRANIC 422 G0422S TONELADAS METRICAS G0422S 1000GT,
118-201106;0001;22/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30910-14;HLCUHOU140426930;HOUSTON;Estados Unidos;Estados Unidos;1375;UNIDAD;1375;KILOGRAMO;16;BUL;2099.97;1.53;2272.92;1.65;146.7;1375;1.375;1426.17;SAMARLEN TRADING INC.;SAMARLEN;POLIETILENO SAMARLEN 0454 HIGH DENSITY POLYETHYLENE RESIN,;POLIETILENO SAMARLEN 0454 HIGH DENSITY POLYETHYLENE RESIN,
118-201106;0002;22/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30910-14;HLCUHOU140426930;HOUSTON;Estados Unidos;Estados Unidos;2750;UNIDAD;2750;KILOGRAMO;0;BUL;4200.05;1.53;4545.85;1.65;293.3;2750;2.75;2851.32;SAMARLEN TRADING INC.;SAMARLEN;POLIETILENO SAMARLEN 0764 HIGH DENSITY POLYETHYLENE RESIN,;POLIETILENO SAMARLEN 0764 HIGH DENSITY POLYETHYLENE RESIN,
118-201106;0003;22/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30910-14;HLCUHOU140426930;HOUSTON;Estados Unidos;Estados Unidos;2750;UNIDAD;2750;KILOGRAMO;0;BUL;4117.55;1.5;4462.31;1.62;293.3;2750;2.75;2851.32;SAMARLEN TRADING INC.;SAMARLEN;POLIETILENO SAMARLEN 0862 HIGH DENSITY POLYETHYLENE RESIN,;POLIETILENO SAMARLEN 0862 HIGH DENSITY POLYETHYLENE RESIN,
118-201106;0004;22/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30910-14;HLCUHOU140426930;HOUSTON;Estados Unidos;Estados Unidos;2750;UNIDAD;2750;KILOGRAMO;0;BUL;4117.55;1.5;4462.31;1.62;293.3;2750;2.75;2851.32;SAMARLEN TRADING INC.;SAMARLEN;POLIETILENO SAMARLEN 1252 HIGH DENSITY POLYETHYLENE RESIN,;POLIETILENO SAMARLEN 1252 HIGH DENSITY POLYETHYLENE RESIN,
118-201106;0005;22/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30910-14;HLCUHOU140426930;HOUSTON;Estados Unidos;Estados Unidos;2750;UNIDAD;2750;KILOGRAMO;0;BUL;4351.3;1.58;4698.99;1.71;293.3;2750;2.75;2851.32;SAMARLEN TRADING INC.;SAMARLEN;POLIETILENO SAMARLEN 0518S LINEAR LOW DENSITY POLYETHYLENE,;POLIETILENO SAMARLEN 0518S LINEAR LOW DENSITY POLYETHYLENE,
118-201106;0006;22/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30910-14;HLCUHOU140426930;HOUSTON;Estados Unidos;Estados Unidos;6400;UNIDAD;6400;KILOGRAMO;0;BUL;11214.52;1.75;12037.45;1.88;682.75;6400;6.4;6637.18;SAMARLEN TRADING INC.;SAMARLEN;POLIETILENO SAMARLEN 0118C LINEAR LOW DENSITY POLYETHYLENE,;POLIETILENO SAMARLEN 0118C LINEAR LOW DENSITY POLYETHYLENE,
118-201106;0007;22/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30910-14;HLCUHOU140426930;HOUSTON;Estados Unidos;Estados Unidos;2750;UNIDAD;2750;KILOGRAMO;0;BUL;4351.3;1.58;4698.99;1.71;293.3;2750;2.75;2851.32;SAMARLEN TRADING INC.;SAMARLEN;POLIETILENO SAMARLEN 0474 LINEAR LOW DENSITY POLYETHYLENE,;POLIETILENO SAMARLEN 0474 LINEAR LOW DENSITY POLYETHYLENE,
118-202826;0001;23/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;99999-14;MSCUUO012860;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;38308.5;1547.82;41316.35;1669.35;2529;24750;24.75;25121;NO DETERMINADO;DOW;POLIETILENO DOW DFDA-7047 ,;POLIETILENO DOW DFDA-7047 ,
118-210671;0001;29/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30875-14;MSCUAU547301;VERACRUZ;México;México;22.5;TONELADAS;22500;KILOGRAMO;1800;BUL;36624;1627.73;38707.8;1720.35;1626;22500;22.5;22565;P.M.I. TRADING LIMITED JOINTLY AND SEVERALLY.;PEMEX;POLIETILENO PEMEX PX 22004 C BAJA DENSIDAD,;POLIETILENO PEMEX PX 22004 C BAJA DENSIDAD,
118-210671;0002;29/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;30875-14;MSCUAU547301;VERACRUZ;México;México;22.5;TONELADAS;22500;KILOGRAMO;0;BUL;36624;1627.73;38707.8;1720.35;1626;22500;22.5;22565;P.M.I. TRADING LIMITED JOINTLY AND SEVERALLY.;PEMEX;POLIETILENO PEMEX PX 22004 C BAJA DENSIDAD,;POLIETILENO PEMEX PX 22004 C BAJA DENSIDAD,
118-211615;0001;30/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;30904-14;SMLU3671314A;HOUSTON;Estados Unidos;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;18;BUL;38737.5;1565.15;41321.71;1669.56;2100;24750;24.75;25300;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N 25 KG BAG COMERCIAL HIGH DENSITY,;POLIETILENO DOW 17450N 25 KG BAG COMERCIAL HIGH DENSITY,
118-211616;0001;30/05/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;30856-14;SUDU240017969S2P;CARTAGENA;Estados Unidos;Estados Unidos;24.75;TONELADAS;24740;KILOGRAMO;990;BUL;38787.5;1567.17;41322.34;1669.59;2050;24740;24.74;24740;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N 25KG BAG COMERCIAL HIGH DENSITY,;POLIETILENO DOW 17450N 25KG BAG COMERCIAL HIGH DENSITY,
118-220707;0001;06/06/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31029-14;MSCUUO013710;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;1980;BUL;38308.5;1547.82;41316.35;1669.35;2529;24750;24.75;25080;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDC-7087 25 KG BAG LINEAR LOW DENSITY POLYETHYLENE RESIN,;POLIETILENO DOW DFDC-7087 25 KG BAG LINEAR LOW DENSITY POLYETHYLENE RESIN,
118-220707;0002;06/06/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31029-14;MSCUUO013710;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;0;BUL;38308.5;1547.82;41316.35;1669.35;2529;24750;24.75;25130;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDC-7087 25 KG BAG LINEAR LOW DENSITY POLYETHYLENE RESIN,;POLIETILENO DOW DFDC-7087 25 KG BAG LINEAR LOW DENSITY POLYETHYLENE RESIN,
118-231710;0001;13/06/2014;2014;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;31202-14;MSCUUO021945;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;38308.5;1547.82;41316.35;1669.35;2529;24750;24.75;25210;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDA-7047 LINEAR LOW DENSITY POLYETHYLENE RESIN,;POLIETILENO DOW DFDA-7047 LINEAR LOW DENSITY POLYETHYLENE RESIN,
