DUA;Item;Data;Año;Importador;RUC;Regimen;Código NCM;Aduana;Via Transporte;Nome do Transportador;Manifesto;Conhecimento;Porto de Embarque;País de Origem;Pais de Procedencia;Quantidade Comercial;Unidade de Medida;Quant. VF;U.V.F.;Embalagem;Tipo de Embalagem;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitário;U$S Frete;Kgs. Líquidos;TN Netas;Kgs. Brutos;Fornecedor;Marca;Descrição de Mercadoria;Descrição para o Filtro
118-257156;0001;14/07/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00000-16;MSCUES055852;BARCELONA;Espanha;Suíça;24.75;TONELADAS;24750;KILOGRAMO;18;BUL;57978;2342.55;60124.72;2429.28;1422;24750;24.75;25121.25;NO DETERMINADO;DOW;POLYOLEFIN DOW AFFINITY 1881 AFFINITY PL 1881G POLYOLEFIN PLASTOMER 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL 00000239549;POLYOLEFIN DOW AFFINITY 1881 AFFINITY PL 1881G POLYOLEFIN PLASTOMER 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL 00000239549
118-268252;0001;21/07/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01773-16;MAEUR86990636;JUBAIL;Arábia Saudita;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;28902.55;1167.78;30933.83;1249.85;1670;24750;24.75;25250;SABIC AMERICAS INC2500 CITY WEST BOULEVARDSUITE 65;SABIC;POLIETILENO SABIC S/M INDUSTRIAL POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD;POLIETILENO SABIC S/M INDUSTRIAL POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD
118-268648;0001;21/07/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01773-16;MAEUR86990638;JUBAIL;Arábia Saudita;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;28902.55;1167.78;30933.83;1249.85;1670;24750;24.75;25210;SABIC AMERICAS INC2500 CITY WEST BOULEVARDSUITE 65;SABIC;POLIETILENO SABIC S/M POLIETILENO DE BAJA DENSIDAD INDUSTRIAL INDUSTRIAL LDPE HP2023N 148;POLIETILENO SABIC S/M POLIETILENO DE BAJA DENSIDAD INDUSTRIAL INDUSTRIAL LDPE HP2023N 148
118-276132;0001;26/07/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01773-16;MAEUR86990684;JUBAIL;Arábia Saudita;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;28160;1137.78;30182;1219.47;1670;24750;24.75;25250;SABIC AMERICAS INC2500 CITY WEST BOULEVARDSUITE 65;S/M;POLIETILENO S/M 118W POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD INDUSTRIAL POLIETILENO DE BAJA DENSIDAD;POLIETILENO S/M 118W POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD INDUSTRIAL POLIETILENO DE BAJA DENSIDAD
118-276141;0001;26/07/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;01773-16;MAEUR86990700;JUBAIL;Arábia Saudita;Estados Unidos;24.75;TONELADAS;24750;KILOGRAMO;990;BUL;28160;1137.78;30182;1219.47;1670;24750;24.75;25390;SABIC AMERICAS INC2500 CITY WEST BOULEVARDSUITE 65;S/M;POLIETILENO S/M 120W POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD INDUSTRIAL LLDPE 120W;POLIETILENO S/M 120W POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD INDUSTRIAL LLDPE 120W
118-303647;0001;16/08/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00000-16;MSCUES085867;BARCELONA;Espanha;Suíça;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;57978;2342.55;60124.72;2429.28;1422;24750;24.75;25121.25;NO DETERMINADO;DOW;POLYOLEFIN DOW AFFINITY PL 1881G AFFINITY PL 1881G POLYOLEFIN PLASTOMER 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL 00000228909;POLYOLEFIN DOW AFFINITY PL 1881G AFFINITY PL 1881G POLYOLEFIN PLASTOMER 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL 00000228909
118-312260;0001;22/08/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02101-16;SMLU4561744A;HOUSTON;Estados Unidos;Estados Unidos;24.75;UNIDAD;24750;KILOGRAMO;18;BUL;28602;1155.64;30057.52;1214.45;1098;24750;24.75;25310;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DGDP-6097 POLIETILENO DE ALTA DENSIDAD POLIETILENO DE ALTA DENSIDAD POLIETILENO DE ALTA DENSIDAD POLIETILENO DE ALTA DENSIDAD;POLIETILENO DOW DGDP-6097 POLIETILENO DE ALTA DENSIDAD POLIETILENO DE ALTA DENSIDAD POLIETILENO DE ALTA DENSIDAD POLIETILENO DE ALTA DENSIDAD
118-324591;0001;31/08/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00000-16;SMLU4563362A;HOUSTON;Estados Unidos;Estados Unidos;74250;UNIDAD;74250;KILOGRAMO;2970;BUL;85806;1.16;90172.57;1.21;3294;74250;74.25;75363;NO DETERMINADO;DOW;POLIETILENO DOW DGDC-2100 DOW DGDC-2100 NT 7 HIGH DENSITY POLYETHYLENE RESIN 25 KG BAGS 55 BAGS/PALLET PARA USO INDUSTRIAL 00000288956;POLIETILENO DOW DGDC-2100 DOW DGDC-2100 NT 7 HIGH DENSITY POLYETHYLENE RESIN 25 KG BAGS 55 BAGS/PALLET PARA USO INDUSTRIAL 00000288956
118-324592;0001;31/08/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00000-16;SUDU26001A249A46;HOUSTON;Canadá;Estados Unidos;49500;UNIDAD;49500;KILOGRAMO;1980;BUL;56974.92;1.15;59400;1.2;2314;49500;49.5;50242.5;NO DETERMINADO;DOW;POLIETILENO DOW 1648 LLDPE 1648 55 BAGS PALLET 25 KG BAG 00000341398;POLIETILENO DOW 1648 LLDPE 1648 55 BAGS PALLET 25 KG BAG 00000341398
118-324607;0001;31/08/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00000-16;SUDU26001A249LPW;HOUSTON;Estados Unidos;Estados Unidos;25500;UNIDAD;25500;KILOGRAMO;1020;BUL;29385.78;1.15;30600;1.2;1157;25500;25.5;26010;NO DETERMINADO;DOWLEX;POLIETILENO DOWLEX 2247G DOWLEX 2247G POLYETHYLENE RESIN 60 BAGS PALLET 25 KG BAG 00099029196;POLIETILENO DOWLEX 2247G DOWLEX 2247G POLYETHYLENE RESIN 60 BAGS PALLET 25 KG BAG 00099029196
118-358320;0001;20/09/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;02412-16;SUDU26001A2FBUNM;CARTAGENA;Estados Unidos;Estados Unidos;12375;KILOGRAMO;12375;KILOGRAMO;990;BUL;13897.73;1.12;14850;1.2;924.5;12375;12.375;12540;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DENSIDAD DOW DNDB-7147 LINEAR LOW DENSITY POLYETHYLENE LINEAR LOW DENSITY POLYETHYLENE LINEAR LOW DENSITY POLYETHYLENE DOW DNDB-7147 NT 7;POLIETILENO DE BAJA DENSIDAD DOW DNDB-7147 LINEAR LOW DENSITY POLYETHYLENE LINEAR LOW DENSITY POLYETHYLENE LINEAR LOW DENSITY POLYETHYLENE DOW DNDB-7147 NT 7
118-358320;0002;20/09/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;02412-16;SUDU26001A2FBUNM;CARTAGENA;Estados Unidos;Estados Unidos;12375;KILOGRAMO;12375;KILOGRAMO;0;BUL;13897.73;1.12;14850;1.2;924.5;12375;12.375;12540;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DENSIDAD DOW DNDA-8320 POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD DOW DNDA-8320 NT7;POLIETILENO DE BAJA DENSIDAD DOW DNDA-8320 POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD DOW DNDA-8320 NT7
118-378442;0001;04/10/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02225-16;SUDU26001A2KGNCL;CHARLESTON;Estados Unidos;Estados Unidos;49500;UNIDAD;49500;KILOGRAMO;1980;BUL;55590.92;1.12;59400;1.2;3698;49500;49.5;50200;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW 17450N POLYETHYLENE 17450N HIGH DENSITY 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000143374;POLIETILENO DOW 17450N POLYETHYLENE 17450N HIGH DENSITY 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000143374
118-393924;0001;14/10/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02101-16;SMLU4561776A;HOUSTON;Estados Unidos;Estados Unidos;24750;UNIDAD;24750;KILOGRAMO;36;BUL;28602;1.16;30057.52;1.21;1098;24750;24.75;25210;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000112259;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000112259
118-393924;0002;14/10/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02101-16;SMLU4561776A;HOUSTON;Estados Unidos;Estados Unidos;24750;UNIDAD;24750;KILOGRAMO;0;BUL;28602;1.16;30057.52;1.21;1098;24750;24.75;25210;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000112259;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000112259
118-399731;0001;19/10/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02654-16;SUDU26001A2O083Z;CARTAGENA;Estados Unidos;Estados Unidos;49500;UNIDAD;49180;KILOGRAMO;1980;BUL;58076;1.17;61115.95;1.23;2314;49180;49.18;49180;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DGDC-2100 DOW DGDC-2100 NT 7 HIGH DENSITY POLYETHYLENE RESIN 25 KG BAGS 55 BAGS/PALLET PARA USO INDUSTRIAL 00000288956;POLIETILENO DOW DGDC-2100 DOW DGDC-2100 NT 7 HIGH DENSITY POLYETHYLENE RESIN 25 KG BAGS 55 BAGS/PALLET PARA USO INDUSTRIAL 00000288956
118-431988;0001;09/11/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03049-16;MAEU604855453;BARCELONA;Espanha;Suíça;24.75;UNIDAD;24750;KILOGRAMO;990;BUL;58215.69;2352.15;60643.38;2450.24;1700;24750;24.75;25121.25;DOW EUROPE GMBHC O CHEMIPRATS SLC GRANIT 24TARRAG;DOW;POLYOLEFIN DOW AFFINITY 1881 AFFINITY PL 1881G POLYOLEFIN PLASTOMER 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL 00000228909;POLYOLEFIN DOW AFFINITY 1881 AFFINITY PL 1881G POLYOLEFIN PLASTOMER 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL 00000228909
118-456789;0001;24/11/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03117-16;MAEU570770283;UMM SAID;Catar;Singapura;51;UNIDAD;51000;KILOGRAMO;2040;BUL;65789.66;1289.99;69980.36;1372.16;3368.33;51000;51;51750;QATAR CHEMICAL AND PETROCHEMICAL MARKETING ANDDIST;LOTRENE;POLIETILENO LOTRENE F0274 LO0W DESNSITY POLYETHYLENE (LDPE) POLIETILENO INDUSTRIAL LO0W DESNSITY POLYETHYLENE (LDPE);POLIETILENO LOTRENE F0274 LO0W DESNSITY POLYETHYLENE (LDPE) POLIETILENO INDUSTRIAL LO0W DESNSITY POLYETHYLENE (LDPE)
118-464667;0001;29/11/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03117-16;MAEU570770283;UMM SAID;Catar;Singapura;51;UNIDAD;51000;KILOGRAMO;2040;BUL;65789.66;1289.99;69980.36;1372.16;3368.33;51000;51;51950;QATAR CHEMICAL AND PETROCHEMICAL MARKETING ANDDIST;LOTRENE;POLIETILENO LOTRENE F0274 LO0W DESNSITY POLYETHYLENE (LDPE) POLIETILENO INDUSTRIAL LO0W DESNSITY POLYETHYLENE (LDPE);POLIETILENO LOTRENE F0274 LO0W DESNSITY POLYETHYLENE (LDPE) POLIETILENO INDUSTRIAL LO0W DESNSITY POLYETHYLENE (LDPE)
118-469317;0001;02/12/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03117-16;MAEU570770283;UMM SAID;Catar;Singapura;25;UNIDAD;25000;KILOGRAMO;1020;BUL;32249.83;1289.99;34337.12;1373.48;1684.17;25000;25;26110;QATAR CHEMICAL AND PETROCHEMICAL MARKETING ANDDIST;LOTRENE;POLIETILENO LOTRENE F0274 LO0W DESNSITY POLYETHYLENE (LDPE) POLIETILENO INDUSTRIAL LO0W DESNSITY POLYETHYLENE (LDPE);POLIETILENO LOTRENE F0274 LO0W DESNSITY POLYETHYLENE (LDPE) POLIETILENO INDUSTRIAL LO0W DESNSITY POLYETHYLENE (LDPE)
118-479865;0001;09/12/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03117-16;MAEU570770283;UMM SAID;Catar;Singapura;25;UNIDAD;25000;KILOGRAMO;1020;BUL;32249.83;1289.99;34337.12;1373.48;1684.17;25000;25;26030;QATAR CHEMICAL AND PETROCHEMICAL MARKETING ANDDIST;LOTRENE;POLIETILENO LOTRENE F0274 LO0W DESNSITY POLYETHYLENE (LDPE) POLIETILENO INDUSTRIAL LO0W DESNSITY POLYETHYLENE (LDPE);POLIETILENO LOTRENE F0274 LO0W DESNSITY POLYETHYLENE (LDPE) POLIETILENO INDUSTRIAL LO0W DESNSITY POLYETHYLENE (LDPE)
118-483231;0001;12/12/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;02247-16;SUDU26001A2AKN7L;CHARLESTON;Estados Unidos;Estados Unidos;49500;UNIDAD;49500;KILOGRAMO;1980;BUL;55702;1.13;60096.27;1.21;3698;49500;49.5;50250;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DOW DFDA-7047 DOW DFDA-7047 NT 7 LINEAR LOW DENSITY POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000212597;POLIETILENO DOW DFDA-7047 DOW DFDA-7047 NT 7 LINEAR LOW DENSITY POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000212597
118-491117;0001;16/12/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00000-16;MAEU604918799;BARCELONA;Espanha;Suíça;12375;UNIDAD;12375;KILOGRAMO;495;BUL;27744;2.24;29032.9;2.35;942.1;12375;12.375;12560.62;NO DETERMINADO;DOW;POLYOLEFIN DOW AFFINITY PL 1881G AFFINITY PL 1881G POLYOLEFIN PLASTOMER 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL 00000239549;POLYOLEFIN DOW AFFINITY PL 1881G AFFINITY PL 1881G POLYOLEFIN PLASTOMER 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL 00000239549
118-491117;0002;16/12/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00000-16;MAEU604918799;BARCELONA;Espanha;Suíça;12375;UNIDAD;12375;KILOGRAMO;0;BUL;27744;2.24;29032.9;2.35;942.1;12375;12.375;12560.62;NO DETERMINADO;DOW;POLYOLEFIN PLASTOMER DOW AFFINITY PL 1880G AFFINITY PL 1880G POLYOLEFIN PLASTOMER 25KG BAG 55BGS/ PALLET USO INDUSTRIAL 00011003693;POLYOLEFIN PLASTOMER DOW AFFINITY PL 1880G AFFINITY PL 1880G POLYOLEFIN PLASTOMER 25KG BAG 55BGS/ PALLET USO INDUSTRIAL 00011003693
118-497858;0001;21/12/2016;2016;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39019010;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR PERU S.A.C;03383-16;MAEU604918767;BARCELONA;Espanha;Suíça;24750;UNIDAD;24750;KILOGRAMO;990;BUL;55488;2.24;58065.81;2.35;1884.21;24750;24.75;25340;DOW EUROPE GMBHC O CHEMIPRATS SLC GRANIT 24TARRAG;DOW;POLYOLEFIN DOW AFFINITY PL 1881G AFFINITY PL 1881G POLYOLEFIN PLASTOMER 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL 00000239549;POLYOLEFIN DOW AFFINITY PL 1881G AFFINITY PL 1881G POLYOLEFIN PLASTOMER 25 KG BAG 50 BAGS/PALLET PARA USO INDUSTRIAL 00000239549
118-004903;0001;05/01/2017;2017;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;03492-16;HLCUCHI161251466;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24750;UNIDAD;24750;KILOGRAMO;990;BUL;28067;1.13;29630.83;1.2;1213;24750;24.75;25350;THE DOW CHEMICAL COMPANY;DOW;POLIETILENO DE BAJA DENSIDAD DOW S/M LINEAR LOW DENSITY POLYETHYLENE LINEAR LOW DENSITY POLYETHYLENE LINEAR LOW DENSITY POLYETHYLENE DOW DNDB-7147 NT 7;POLIETILENO DE BAJA DENSIDAD DOW S/M LINEAR LOW DENSITY POLYETHYLENE LINEAR LOW DENSITY POLYETHYLENE LINEAR LOW DENSITY POLYETHYLENE DOW DNDB-7147 NT 7
118-038662;0001;31/01/2017;2017;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00183-17;MSCUUQ282339;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24750;UNIDAD;24750;KILOGRAMO;990;BUL;28205;1.14;29557.56;1.19;1000;24750;24.75;25320;NO DETERMINADO;DOW;POLIETILENO DE BAJA DENSIDAD DOW DNDA-8320 POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD DOW DNDA-8320 NT7;POLIETILENO DE BAJA DENSIDAD DOW DNDA-8320 POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD POLIETILENO DE BAJA DENSIDAD DOW DNDA-8320 NT7
118-060618;0001;17/02/2017;2017;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;NAUTILIUS S.A.;02101-16;SMLU4561747A;HOUSTON;Canadá;Estados Unidos;25500;UNIDAD;25500;KILOGRAMO;17;BUL;29502;1.16;30968.77;1.21;1098;25500;25.5;26000;THE DOW CHEMICAL COMPANY;DOWLEX;POLIETILENO DOWLEX 2038.68G DOWLEX 2038.68G POLYETHYLENE RESIN 25 KG BAGS 60 BAGS/PALLET PARA USO INDUSTRIAL 00099029193;POLIETILENO DOWLEX 2038.68G DOWLEX 2038.68G POLYETHYLENE RESIN 25 KG BAGS 60 BAGS/PALLET PARA USO INDUSTRIAL 00099029193
118-069928;0001;24/02/2017;2017;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00343-17;NAM9137236;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24750;KILOGRAMO;23980;KILOGRAMO;990;BUL;27278.5;1.1;28898.48;1.17;1279;23980;23.98;23980;NO DETERMINADO;DOW;POLIETILENO DOW DFDC-7087 DOW DFDC-7087 NT 7 LINEAR LOW DENSITY POLYETHYLENE RESIN 25 KG BAGS 55 BAGS/PALLET PARA USO INDUSTRIAL 00000216769;POLIETILENO DOW DFDC-7087 DOW DFDC-7087 NT 7 LINEAR LOW DENSITY POLYETHYLENE RESIN 25 KG BAGS 55 BAGS/PALLET PARA USO INDUSTRIAL 00000216769
118-070065;0001;24/02/2017;2017;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00343-17;NAM9137234;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24750;KILOGRAMO;24750;KILOGRAMO;2970;BUL;27278.5;1.1;28898.48;1.17;1279;24750;24.75;25880;NO DETERMINADO;DOW;POLIETILENO DOW DFDA-7047 DOW DFDA-7047 NT 7 LINEAR LOW DENSITY POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000212597;POLIETILENO DOW DFDA-7047 DOW DFDA-7047 NT 7 LINEAR LOW DENSITY POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000212597
118-070065;0002;24/02/2017;2017;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00343-17;NAM9137234;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24750;KILOGRAMO;24750;KILOGRAMO;0;BUL;27278.5;1.1;28898.48;1.17;1279;24750;24.75;25880;NO DETERMINADO;DOW;POLIETILENO DOW DFDA-7047 DOW DFDA-7047 NT 7 LINEAR LOW DENSITY POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000212597;POLIETILENO DOW DFDA-7047 DOW DFDA-7047 NT 7 LINEAR LOW DENSITY POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000212597
118-070065;0003;24/02/2017;2017;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00343-17;NAM9137234;NEW ORLEANS INTERNATIONAL;Estados Unidos;Estados Unidos;24750;KILOGRAMO;24750;KILOGRAMO;0;BUL;27278.5;1.1;28898.48;1.17;1279;24750;24.75;25880;NO DETERMINADO;DOW;POLIETILENO DOW DFDA-7047 DOW DFDA-7047 NT 7 LINEAR LOW DENSITY POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000212597;POLIETILENO DOW DFDA-7047 DOW DFDA-7047 NT 7 LINEAR LOW DENSITY POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000212597
118-076937;0001;01/03/2017;2017;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39011000;MARITIMA DEL CALLAO;MARITIMO;COSMOS AGENCIA MARITIMA S;00462-17;SUDU27001A48UHBK;CARTAGENA;Canadá;Estados Unidos;24750;KILOGRAMO;24750;KILOGRAMO;990;BUL;27061;1.09;28553.26;1.15;1154;24750;24.75;25090;THE DOW CHEMICAL COMPANY;DOW;RESINA DE POLIETILENO DOW LLDPE 1648 LLDPE 1648 POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000341398;RESINA DE POLIETILENO DOW LLDPE 1648 LLDPE 1648 POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000341398
118-077013;0001;01/03/2017;2017;SM RESINAS PERU S.A.C.;4  20543999106;IMPORTACION DEFINITIVA;39012000;MARITIMA DEL CALLAO;MARITIMO;Não disponível;00370-17;SMLU4726539A;HOUSTON;Estados Unidos;Estados Unidos;24750;KILOGRAMO;24750;KILOGRAMO;36;BUL;28001;1.13;29555.01;1.19;1204;24750;24.75;25130;NO DETERMINADO;DOWLEX;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000112259;POLIETILENO DOWLEX IP-10262 DOWLEX IP-10262 POLYETHYLENE RESIN 25 KG BAG 55 BAGS/PALLET PARA USO INDUSTRIAL 00000112259
